title,release_date,budget,revenue,roi,vote_average,vote_count,runtime,genres,avg_trend_before,max_trend_before,peak_date_before,avg_trend_after,max_trend_after
Ready Player One,2018-03-28,175000000,607274134,3.47,7.584,16654,140,"Adventure, Action, Science Fiction",12.23,100.0,2018-03-22,44.12,100.0
The Nutcracker and the Four Realms,2018-10-26,120000000,173961069,1.45,6.085,2227,99,"Fantasy, Adventure, Family",0.54,100.0,2018-08-21,10.0,100.0
Black Panther,2018-02-13,200000000,1349926083,6.75,7.362,23246,135,"Action, Adventure, Science Fiction",10.47,100.0,2018-02-13,41.9,100.0
Skyscraper,2018-07-11,125000000,304870828,2.44,6.307,5282,102,"Action, Thriller, Adventure",9.07,100.0,2018-07-11,49.31,100.0
Bumblebee,2018-11-22,135000000,467989645,3.47,6.72,6529,114,"Action, Adventure, Science Fiction",17.33,100.0,2018-06-05,25.97,100.0
The Mule,2018-12-14,50000000,174800000,3.5,6.861,5288,116,"Crime, Drama",,,,,
Terrifier,2018-01-25,35000,421798,12.05,6.3,2898,84,"Horror, Thriller",,,,,
The Hate U Give,2018-10-19,23000000,34934009,1.52,8.081,2204,133,"Crime, Drama",,,,,
Rampage,2018-04-11,120000000,428028233,3.57,6.447,7424,107,"Action, Adventure, Science Fiction",,,,,
Vox Lux,2018-09-07,7000000,1300000,0.19,5.799,522,114,"Drama, Music",,,,,
The Man Who Killed Don Quixote,2018-05-19,19116000,2433457,0.13,6.743,1065,133,"Adventure, Comedy",,,,,
Upgrade,2018-05-31,3000000,16976561,5.66,7.499,4877,100,"Action, Thriller, Science Fiction",65.84,100.0,2017-12-28,81.23,100.0
12 Strong,2018-01-18,35000000,67450815,1.93,6.35,3150,130,"War, Drama, Action, History",0.54,100.0,2018-01-05,16.38,100.0
Deadpool 2,2018-05-15,110000000,785896632,7.14,7.489,18991,120,"Action, Comedy, Adventure",10.93,100.0,2018-01-01,33.28,100.0
A Quiet Place,2018-04-03,17000000,340955294,20.06,7.393,15134,91,"Horror, Drama, Science Fiction",6.05,100.0,2018-04-02,,
Bohemian Rhapsody,2018-10-24,52000000,910813521,17.52,7.961,17588,135,"Music, Drama",12.46,100.0,2018-10-24,,
Jurassic World: Fallen Kingdom,2018-06-06,170000000,1310469037,7.71,6.533,12599,129,"Action, Adventure, Science Fiction, Thriller",,,,32.58,100.0
Pacific Rim: Uprising,2018-03-21,150000000,290061297,1.93,6.124,5256,111,"Action, Fantasy, Science Fiction, Adventure",,,,,
Tomb Raider,2018-03-05,94000000,274650803,2.92,6.368,8254,118,"Action, Adventure, Fantasy",40.49,100.0,2017-09-29,49.22,100.0
Peter Rabbit,2018-02-07,50000000,351266433,7.03,6.691,1887,93,"Animation, Adventure, Family",1.48,100.0,2018-02-04,11.79,100.0
High Life,2018-09-26,8933400,2133033,0.24,5.7,1202,113,"Science Fiction, Drama, Mystery",3.95,100.0,2018-07-09,20.13,100.0
The Witch: Part 1. The Subversion,2018-06-27,5500000,24340302,4.43,7.901,709,126,"Action, Mystery, Science Fiction",,,,,
Hereditary,2018-06-07,10000000,87796204,8.78,7.291,8394,128,"Horror, Mystery, Thriller",4.7,100.0,2018-04-28,44.84,100.0
First Man,2018-10-10,70000000,105713218,1.51,7.042,5583,141,"History, Drama",,,,,
Halloween,2018-10-18,10000000,259939869,25.99,6.564,5008,106,"Horror, Thriller",,,,13.88,100.0
BlacKkKlansman,2018-08-09,15000000,93411426,6.23,7.49,7992,136,"Crime, Comedy, Drama, History",0.55,100.0,2018-05-15,36.28,100.0
Red Sparrow,2018-02-15,69000000,151572634,2.2,6.533,6297,140,"Thriller, Mystery",10.21,100.0,2018-02-05,29.1,100.0
Ralph Breaks the Internet,2018-11-20,175000000,529323962,3.02,7.161,8005,112,"Family, Animation, Comedy, Adventure",1.48,100.0,2018-06-02,6.16,100.0
The Spy Who Dumped Me,2018-08-02,40000000,33562069,0.84,6.377,2336,117,"Comedy, Action, Adventure",0.55,100.0,2018-03-21,3.12,100.0
Along with the Gods: The Last 49 Days,2018-08-01,18300000,112790210,6.16,8.048,734,141,"Action, Adventure, Fantasy, Thriller",,,,,
Overboard,2018-04-13,12000000,91244913,7.6,6.645,1462,112,"Romance, Comedy",1.05,100.0,2017-11-04,16.81,100.0
Bad Samaritan,2018-04-19,13000000,4781638,0.37,6.749,763,111,"Thriller, Crime, Horror, Drama",0.55,100.0,2018-03-13,,
Mortal Engines,2018-11-27,100000000,83869818,0.84,6.202,5022,128,"Adventure, Science Fiction",,,,39.1,100.0
The Nun,2018-09-05,22000000,366082797,16.64,5.902,7107,96,Horror,8.51,100.0,2018-09-05,38.26,100.0
Solo: A Star Wars Story,2018-05-15,250000000,392952373,1.57,6.556,9137,135,"Science Fiction, Adventure, Action",7.98,100.0,2018-02-05,,
Revenge,2018-02-07,2900000,938055,0.32,6.5,2038,108,"Action, Horror, Thriller",,,,,
Blockers,2018-03-14,21000000,94017294,4.48,6.305,2102,102,Comedy,,,,,
Anon,2018-05-03,20000000,1197741,0.06,5.995,1706,100,"Science Fiction, Crime, Mystery, Thriller",,,,,
Mission: Impossible - Fallout,2018-07-25,178000000,791658205,4.45,7.448,8995,147,"Action, Adventure",3.74,100.0,2018-07-25,46.47,100.0
"Love, Simon",2018-02-16,17000000,66316289,3.9,7.98,6214,110,"Comedy, Drama, Romance",0.54,100.0,2017-12-16,,
Ocean's Eight,2018-06-07,70000000,297718711,4.25,6.962,8698,111,"Crime, Comedy, Action",0.99,100.0,2018-01-06,10.52,100.0
Peppermint,2018-09-06,25000000,53918723,2.16,6.735,2202,102,"Action, Thriller",34.63,100.0,2018-06-16,58.13,100.0
Cold War,2018-06-08,4954500,18754051,3.79,7.432,1568,88,"Romance, Music, Drama",6.68,100.0,2018-05-08,11.26,100.0
Night School,2018-09-27,29000000,33157615,1.14,6.131,1749,111,Comedy,2.97,100.0,2018-04-06,34.0,100.0
Christopher Robin,2018-08-01,75000000,197744377,2.64,7.303,2870,104,"Adventure, Comedy, Family, Fantasy",16.37,100.0,2018-07-29,47.69,100.0
Den of Thieves,2018-01-18,30000000,80509622,2.68,6.857,3325,140,"Crime, Thriller, Action",1.01,100.0,2017-11-11,19.5,100.0
Suspiria,2018-10-26,20000000,7953089,0.4,6.903,2725,152,"Horror, Mystery, Drama",7.22,100.0,2018-09-03,40.53,100.0
Destroyer,2018-12-25,9000000,5580940,0.62,5.897,779,121,"Thriller, Crime, Drama, Action",,,,,
The Commuter,2018-01-11,30000000,119942387,4.0,6.362,4591,104,"Action, Thriller, Mystery",,,,30.94,100.0
Mile 22,2018-08-16,35000000,66308758,1.89,6.231,2367,94,"Action, Thriller",,,,,
Asterix: The Secret of the Magic Potion,2018-05-12,36000000,74488686,2.07,6.847,1310,85,"Family, Animation, Comedy, Adventure",,,,,
Sicario: Day of the Soldado,2018-06-27,35000000,75836683,2.17,6.94,3946,122,"Action, Crime, Thriller",,,,,
Operation Finale,2018-08-29,24000000,17506878,0.73,6.687,1073,124,"Drama, History, Thriller",,,,,
The Current War,2018-02-01,30000000,12217160,0.41,6.697,1136,108,"Drama, History",,,,3.45,100.0
The Meg,2018-08-09,150000000,530517320,3.54,6.248,8098,113,"Action, Science Fiction, Horror",,,,,
Creed II,2018-11-21,50000000,214200000,4.28,7.028,5717,130,"Drama, Action",,,,,
Game Night,2018-02-15,37000000,117501013,3.18,6.846,6199,100,"Mystery, Comedy, Crime",,,,,
Breaking In,2018-05-05,6000000,49078000,8.18,5.967,683,88,"Action, Crime, Thriller",,,,,
Maze Runner: The Death Cure,2018-01-10,62000000,288175335,4.65,7.084,8294,143,"Science Fiction, Action, Adventure, Thriller",,,,,
Alpha,2018-08-17,51000000,99630675,1.95,6.532,2702,97,"Adventure, Drama",,,,,
Second Act,2018-11-22,16000000,72282227,4.52,6.325,1237,103,"Romance, Comedy",0.84,100.0,2018-07-21,8.06,100.0
Ant-Man and the Wasp,2018-07-04,140000000,622674139,4.45,6.906,14028,119,"Action, Adventure, Science Fiction",,,,26.22,100.0
Sorry to Bother You,2018-07-06,3200000,18200000,5.69,6.783,1722,112,"Fantasy, Science Fiction, Comedy",0.98,100.0,2018-03-01,,
Parasite,2019-05-30,11363000,257591776,22.67,8.494,20236,133,"Comedy, Thriller, Drama",,,,,
Aladdin,2019-05-22,183000000,1054304000,5.76,7.087,10516,127,"Adventure, Fantasy, Romance, Family",27.87,100.0,2019-05-22,,
Joker,2019-10-01,55000000,1078958629,19.62,8.127,27387,122,"Crime, Thriller, Drama",,,,,
Toy Story 4,2019-06-19,175000000,1073841394,6.14,7.467,10386,100,"Family, Comedy, Animation, Adventure",,,,48.71,100.0
Avengers: Endgame,2019-04-24,356000000,2799439100,7.86,8.235,27341,181,"Adventure, Science Fiction, Action",4.32,100.0,2019-04-24,32.84,100.0
Once Upon a Time... in Hollywood,2019-07-24,95000000,392105159,4.13,7.423,14615,162,"Comedy, Drama, Thriller",0.55,100.0,2019-05-22,,
Spider-Man: Far From Home,2019-06-28,160000000,1132723226,7.08,7.396,16734,129,"Action, Adventure, Science Fiction",1.69,100.0,2019-06-22,32.61,100.0
Little Women,2019-12-25,40000000,332103783,8.3,7.856,6735,135,"Drama, Romance, History",10.41,100.0,2019-08-14,45.53,100.0
After,2019-04-11,14000000,69497587,4.96,7.11,8479,106,"Romance, Drama",37.09,100.0,2019-04-11,59.06,100.0
Anna,2019-06-19,34000000,31626978,0.93,6.713,2934,119,"Action, Adventure, Thriller",34.87,100.0,2019-02-09,57.16,100.0
Gemini Man,2019-10-02,140000000,173469516,1.24,6.27,5387,117,"Science Fiction, Action, Adventure, Thriller",3.54,100.0,2019-10-02,40.91,100.0
Dora and the Lost City of Gold,2019-08-08,49000000,120600000,2.46,6.63,1802,102,"Family, Comedy, Adventure",1.03,100.0,2019-08-08,3.12,100.0
Knives Out,2019-11-27,40000000,312897920,7.82,7.842,13734,131,"Comedy, Crime, Mystery",6.61,100.0,2019-11-16,40.19,100.0
The Wolf's Call,2019-02-20,22400000,12652790,0.56,7.529,2136,116,"Thriller, Action, Adventure",,,,,
Fast & Furious Presents: Hobbs & Shaw,2019-07-31,200000000,760098996,3.8,6.835,7656,137,"Action, Adventure, Comedy",,,,,
Midsommar,2019-07-03,9000000,48498408,5.39,7.151,7911,147,"Horror, Drama, Mystery",3.35,100.0,2019-06-21,65.03,100.0
Marriage Story,2019-09-28,18000000,333686,0.02,7.731,7328,137,Drama,,,,3.23,100.0
The Art of Self-Defense,2019-07-12,1800000,2400000,1.33,6.553,808,104,"Comedy, Thriller, Drama, Mystery",,,,,
The Farewell,2019-07-12,250300,23076657,92.2,7.417,1519,100,"Comedy, Drama",,,,,
Shazam!,2019-03-29,80000000,367799011,4.6,6.979,10087,132,"Action, Comedy, Fantasy",30.03,100.0,2019-03-24,38.78,100.0
"The Gangster, the Cop, the Devil",2019-05-15,6500000,25775371,3.97,7.841,1413,110,"Crime, Action, Thriller",,,,,
Jay and Silent Bob Reboot,2019-10-15,10000000,1011305,0.1,5.667,593,105,"Comedy, Action, Adventure",0.54,100.0,2019-08-20,3.12,100.0
The Curse of La Llorona,2019-04-17,9000000,123233739,13.69,5.652,2626,93,Horror,0.55,100.0,2018-10-30,3.23,100.0
Rocketman,2019-05-17,40000000,167300000,4.18,7.305,4926,121,"Music, Drama",2.63,100.0,2019-05-17,,
Weathering with You,2019-07-19,11100000,192729404,17.36,8.0,2573,112,"Animation, Drama, Fantasy, Romance",0.55,100.0,2019-06-02,5.47,100.0
The Hustle,2019-05-09,21000000,97400000,4.64,6.195,2658,94,"Comedy, Crime",3.21,100.0,2019-02-13,26.16,100.0
Alita: Battle Angel,2019-01-31,170000000,405000000,2.38,7.243,9840,122,"Action, Science Fiction, Adventure",11.94,100.0,2018-12-27,39.52,100.0
A Dog's Journey,2019-05-03,16000000,78871079,4.93,8.055,1602,109,"Family, Adventure, Drama",,,,3.12,100.0
Rambo: Last Blood,2019-09-18,50000000,91500000,1.83,6.528,4151,89,"Action, Thriller, Drama",5.76,100.0,2019-09-18,24.0,100.0
Yesterday,2019-06-26,26000000,154608856,5.95,6.684,4209,116,"Comedy, Fantasy, Music, Romance",34.85,100.0,2019-05-19,33.42,100.0
John Wick: Chapter 3 - Parabellum,2019-05-15,55000000,328349908,5.97,7.44,11537,131,"Action, Thriller, Crime",,,,,
The Informer,2019-08-30,60000000,2927708,0.05,6.537,920,109,"Drama, Crime, Thriller",0.54,100.0,2019-05-26,7.56,100.0
Maleficent: Mistress of Evil,2019-10-16,185000000,491730089,2.66,7.298,6410,119,"Family, Fantasy, Adventure",0.54,100.0,2019-09-22,,
Spies in Disguise,2019-12-04,100000000,171616764,1.72,7.559,2933,102,"Animation, Action, Adventure, Comedy, Family",0.54,100.0,2019-06-08,17.41,100.0
Star Wars: The Rise of Skywalker,2019-12-18,489900000,1074144248,2.19,6.272,10664,142,"Adventure, Action, Science Fiction",1.4,100.0,2019-12-18,24.31,100.0
The Personal History of David Copperfield,2019-11-07,15600000,11620337,0.74,6.419,527,119,Comedy,0.54,100.0,2019-10-27,,
Bombshell,2019-12-13,32000000,61404394,1.92,6.778,3158,109,Drama,6.8,100.0,2019-08-21,30.69,100.0
Downton Abbey,2019-09-12,20000000,194694725,9.73,7.127,1240,122,"Drama, Romance, History",17.49,100.0,2019-09-11,55.45,100.0
Frozen II,2019-11-20,150000000,1453683476,9.69,7.234,10182,103,"Family, Animation, Adventure, Comedy, Fantasy",,,,,
The Secret Life of Pets 2,2019-05-24,80000000,429434163,5.37,6.951,3278,86,"Family, Comedy, Adventure, Animation",,,,,
The Platform,2019-11-08,1203235,1090116,0.91,6.968,7706,95,"Drama, Science Fiction, Thriller",,,,,
Ready or Not,2019-08-21,6000000,57615777,9.6,7.041,5123,95,"Horror, Comedy",,,,,
Dragged Across Concrete,2019-02-21,15000000,660132,0.04,6.595,1088,159,"Crime, Action, Thriller",3.34,100.0,2018-09-30,,
It Chapter Two,2019-09-04,79000000,473123154,5.99,6.841,9487,169,"Horror, Thriller, Drama",,,,,
Godzilla: King of the Monsters,2019-05-29,170000000,387300138,2.28,6.687,6604,132,"Science Fiction, Action",,,,,
Father There Is Only One,2019-08-02,3400000,15894372,4.67,7.658,761,96,"Comedy, Family",0.55,100.0,2019-04-14,,
Captain Marvel,2019-03-06,152000000,1131416446,7.44,6.785,16562,124,"Action, Adventure, Science Fiction",,,,,
Ford v Ferrari,2019-11-13,97600000,225508210,2.31,8.005,8801,153,"Drama, Action, History",0.97,100.0,2019-06-03,10.06,100.0
The Lion King,2019-07-12,260000000,1662020819,6.39,7.097,10662,118,"Adventure, Drama, Family, Animation",5.87,100.0,2019-07-11,43.28,100.0
Cats,2019-12-19,95000000,77276321,0.81,4.1,1035,110,"Fantasy, Comedy, Drama",,,,,
Hustlers,2019-09-12,20000000,157563598,7.88,6.471,3063,110,"Drama, Comedy, Crime",6.14,100.0,2019-07-17,41.39,100.0
Pokémon Detective Pikachu,2019-05-03,150000000,449762638,3.0,6.908,7252,105,"Action, Adventure, Fantasy",1.69,100.0,2018-11-13,,
The Grudge,2019-12-31,10000000,49511319,4.95,5.421,1299,94,"Horror, Mystery",,,,,
How to Train Your Dragon: The Hidden World,2019-01-03,129000000,539987993,4.19,7.749,6994,104,"Animation, Family, Adventure",,,,,
The Kid Who Would Be King,2019-01-16,59000000,32140970,0.54,6.205,820,120,"Action, Adventure, Fantasy, Family",,,,,
Jumanji: The Next Level,2019-12-04,125000000,801693929,6.41,6.876,9230,123,"Adventure, Comedy, Fantasy",,,,,
Ne Zha,2019-07-26,22000000,742718496,33.76,7.888,815,110,"Animation, Fantasy, Adventure",,,,,
What Men Want,2019-02-08,20000000,69766483,3.49,6.214,1571,117,"Comedy, Romance",,,,,
Doctor Sleep,2019-10-30,45000000,72385286,1.61,7.146,4788,152,"Horror, Fantasy",,,,,
Terminator: Dark Fate,2019-10-23,185000000,261119292,1.41,6.413,5560,128,"Science Fiction, Action, Adventure, Thriller",,,,,
Glass,2019-01-16,20000000,246999039,12.35,6.664,8971,129,"Thriller, Drama, Science Fiction",,,,,
The Professor and the Madman,2019-03-07,25000000,4957273,0.2,7.127,1263,124,"History, Drama, Mystery, Thriller",,,,,
The Art of Racing in the Rain,2019-08-08,18000000,33800000,1.88,8.173,1648,109,"Drama, Romance",,,,,
Dark Phoenix,2019-06-05,200000000,252442974,1.26,5.963,6974,114,"Science Fiction, Action, Adventure",,,,,
Us,2019-03-14,20000000,256071218,12.8,6.951,7942,116,"Horror, Mystery",,,,,
Ma,2019-05-29,5000000,61220856,12.24,5.822,2400,99,"Horror, Thriller",,,,,
Ophelia,2019-06-28,12000000,242115,0.02,7.1,595,114,"Drama, Romance, History",,,,,
The Lighthouse,2019-10-18,11000000,18262464,1.66,7.482,5431,109,"Drama, Fantasy, Thriller",,,,,
Hotel Mumbai,2019-03-14,25000000,16900000,0.68,7.531,1710,123,"Thriller, History, Drama, Action",,,,,
1917,2019-12-25,100000000,446064352,4.46,7.986,13338,119,"War, History",,,,,
47 Meters Down: Uncaged,2019-08-15,12000000,47582563,3.97,5.716,1501,90,"Horror, Thriller",,,,,
Midway,2019-11-06,100000000,127400000,1.27,7.102,2660,138,"Action, War, History",,,,,
Greenland,2020-07-29,34000000,52300000,1.54,7.128,5123,120,"Action, Adventure, Thriller, Science Fiction",,,,,
Soul,2020-12-25,150000000,121977511,0.81,8.095,11236,101,"Animation, Family, Comedy, Fantasy, Drama, Music",,,,,
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,15700000,523542183,33.35,8.199,4416,117,"Animation, Action, Fantasy",,,,,
The SpongeBob Movie: Sponge on the Run,2020-08-14,60000000,4810790,0.08,7.4,2950,95,"Family, Comedy, Adventure, Animation",,,,,
Trolls World Tour,2020-03-11,90000000,49276818,0.55,7.247,2245,91,"Family, Animation, Comedy, Fantasy, Adventure, Music",,,,,
Tenet,2020-08-22,205000000,365304105,1.78,7.173,10900,150,"Action, Thriller, Science Fiction",,,,,
Father There Is Only One 2,2020-07-29,4000000,14871307,3.72,7.52,569,96,"Comedy, Family",,,,,
Becky,2020-07-23,5000000,1045873,0.21,6.3,685,93,"Thriller, Horror, Action",,,,,
The Rental,2020-07-23,3500000,4311042,1.23,5.548,972,88,"Horror, Thriller",,,,,
Sonic the Hedgehog,2020-02-12,85000000,319715683,3.76,7.289,10279,99,"Action, Science Fiction, Comedy, Family",,,,,
After We Collided,2020-09-02,14000000,47990414,3.43,7.158,5437,105,"Romance, Drama",,,,,
The Hunt,2020-03-11,14000000,12400979,0.89,6.634,3546,90,"Action, Thriller, Horror",,,,,
Onward,2020-02-29,200000000,141888276,0.71,7.6,6491,102,"Family, Comedy, Adventure, Animation, Fantasy",,,,,
Bloodshot,2020-03-05,42000000,39861118,0.95,6.685,5189,110,"Action, Science Fiction, Adventure",,,,,
Scoob!,2020-07-08,90000000,28600000,0.32,6.996,1787,93,"Animation, Comedy, Family, Mystery",,,,,
The Outpost,2020-06-24,18000000,2133452,0.12,6.9,1143,123,"War, Drama, History, Action",,,,,
The War with Grandpa,2020-08-27,18000000,43387445,2.41,6.435,1044,98,"Comedy, Family",,,,,
The Secret: Dare to Dream,2020-04-16,21000000,3215636,0.15,7.274,648,107,"Drama, Romance",,,,,
#Alive,2020-06-24,6300000,13416285,2.13,7.211,2011,98,"Action, Horror, Science Fiction",,,,,
The Croods: A New Age,2020-11-25,65000000,215905815,3.32,7.4,4085,95,"Animation, Family, Adventure, Fantasy, Comedy",,,,,
Peninsula,2020-07-15,17000000,42698327,2.51,6.725,2541,115,"Horror, Action, Thriller, Adventure",,,,,
Emma.,2020-02-13,10000000,25200000,2.52,7.014,1916,125,"Comedy, Romance",,,,,
Wonder Woman 1984,2020-12-16,200000000,169601036,0.85,6.373,8945,151,"Action, Adventure, Fantasy",,,,,
Dolittle,2020-01-02,175000000,251410631,1.44,6.581,3833,101,"Family, Comedy, Fantasy, Adventure",,,,,
The New Mutants,2020-04-02,67000000,49169594,0.73,6.083,3655,94,"Science Fiction, Horror, Action",,,,,
Underwater,2020-01-08,50000000,40882928,0.82,6.284,3382,95,"Horror, Science Fiction, Action, Adventure",,,,,
The Call of the Wild,2020-02-19,109000000,111200000,1.02,7.522,3906,100,"Adventure, Family, Drama",,,,,
Bad Boys for Life,2020-01-15,90000000,426505244,4.74,7.12,8648,124,"Thriller, Action, Crime",,,,,
The Father,2020-12-23,6000000,21029340,3.5,8.096,3550,97,Drama,,,,,
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,75000000,205537933,2.74,6.883,10707,109,"Action, Crime",,,,,
Love and Monsters,2020-10-16,30000000,1122066,0.04,7.273,4363,109,"Comedy, Adventure, Science Fiction",,,,,
Fantasy Island,2020-02-12,7000000,49447308,7.06,5.763,2608,109,"Adventure, Fantasy, Horror, Mystery",,,,,
Antebellum,2020-09-02,15000000,7060384,0.47,6.252,975,105,Horror,,,,,
Host,2020-12-04,100000,443807,4.44,6.469,1072,56,Horror,,,,,
Unhinged,2020-07-16,33000000,39238300,1.19,6.437,2469,90,"Action, Thriller, Horror",,,,,
Mulan,2020-09-04,200000000,69965374,0.35,6.834,6983,115,"Adventure, Fantasy, Action",,,,,
Force of Nature,2020-07-02,15000000,638221,0.04,5.165,549,91,"Action, Adventure, Crime, Thriller",,,,,
All My Life,2020-10-23,25000000,2000000,0.08,7.772,509,93,"Romance, Drama",,,,,
Possessor,2020-10-02,2500000,911000,0.36,6.385,1013,103,"Horror, Thriller, Science Fiction",,,,,
Jiu Jitsu,2020-11-20,23000000,99924,0.0,4.796,650,102,"Action, Science Fiction, Fantasy",,,,,
The Gentlemen,2020-01-01,22000000,115171795,5.24,7.668,6447,113,"Comedy, Crime",,,,,
The Invisible Man,2020-02-26,7000000,144492724,20.64,7.1,6148,124,"Thriller, Science Fiction, Horror",,,,,
Palm Springs,2020-07-10,5000000,1818417,0.36,7.333,3583,90,"Comedy, Romance, Science Fiction",,,,,
Monster Hunter,2020-12-03,60000000,42145959,0.7,6.528,3500,103,"Action, Fantasy, Adventure",,,,,
Freaky,2020-11-12,6000000,18073433,3.01,6.56,1798,102,"Horror, Comedy",,,,,
Riders of Justice,2020-11-19,5300000,679505,0.13,7.274,1031,116,"Action, Comedy, Drama, Thriller",,,,,
Run,2020-11-20,1700000,5184368,3.05,7.227,2823,90,"Thriller, Horror, Drama",,,,,
Color Out of Space,2020-01-24,6000000,1023510,0.17,6.063,1634,110,"Horror, Science Fiction, Mystery, Thriller",,,,,
Promising Young Woman,2020-12-13,10000000,20379604,2.04,7.397,3617,114,"Thriller, Crime, Drama",,,,,
The Turning,2020-01-23,14000000,19428166,1.39,5.7,1014,94,"Horror, Thriller",,,,,
Dune,2021-09-15,165000000,410668500,2.49,7.777,14531,155,"Science Fiction, Adventure",,,,,
Spider-Man: No Way Home,2021-12-15,200000000,1921847111,9.61,7.9,21641,148,"Action, Adventure, Science Fiction",,,,,
Cruella,2021-05-26,200000000,233503234,1.17,7.975,9937,134,"Comedy, Crime, Adventure",,,,,
Wrath of Man,2021-04-22,40000000,103966489,2.6,7.585,5957,119,"Thriller, Crime, Drama",,,,,
Nobody,2021-03-18,16000000,57512470,3.59,7.887,8096,91,"Action, Thriller",,,,,
Luca,2021-06-17,200000000,51074773,0.26,7.785,8849,95,"Animation, Comedy, Fantasy, Family, Drama",,,,,
After We Fell,2021-09-01,14000000,21753705,1.55,7.012,2704,99,"Romance, Drama",,,,,
The Tomorrow War,2021-09-03,200000000,14400000,0.07,7.472,3994,138,"Action, Science Fiction, Adventure",,,,,
Encanto,2021-10-13,150000000,261292688,1.74,7.571,10090,102,"Animation, Comedy, Family, Fantasy",,,,,
Space Jam: A New Legacy,2021-07-08,150000000,163692228,1.09,6.648,4185,115,"Family, Comedy, Adventure, Animation, Science Fiction",,,,,
The Suicide Squad,2021-07-28,185000000,168717425,0.91,7.466,9422,132,"Action, Comedy, Adventure",,,,,
Mortal Kombat,2021-04-07,20000000,84426031,4.22,6.989,6215,110,"Action, Fantasy, Adventure",,,,,
Eternals,2021-11-03,200000000,402064899,2.01,6.777,8988,156,"Science Fiction, Action, Adventure",,,,,
Resident Evil: Welcome to Raccoon City,2021-11-24,25000000,41914915,1.68,5.9,2639,107,"Action, Horror, Science Fiction",,,,,
Chaos Walking,2021-02-24,125000000,26508132,0.21,6.547,2515,109,"Fantasy, Science Fiction, Adventure",,,,,
Peter Rabbit 2: The Runaway,2021-03-25,45000000,153000000,3.4,7.049,874,93,"Family, Comedy, Adventure",,,,,
Black Widow,2021-07-07,200000000,379751131,1.9,7.174,11061,134,"Action, Adventure, Science Fiction",,,,,
The Matrix Resurrections,2021-12-16,190000000,156497322,0.82,6.343,6328,148,"Science Fiction, Action, Adventure",,,,,
Malignant,2021-09-01,40000000,34891791,0.87,6.748,2559,111,"Horror, Mystery",,,,,
Raya and the Last Dragon,2021-03-03,100000000,130423032,1.3,7.802,7201,107,"Animation, Family, Fantasy, Action, Adventure",,,,,
Snake Eyes: G.I. Joe Origins,2021-07-22,88000000,36964325,0.42,6.453,1685,121,"Action, Adventure",,,,,
A Quiet Place Part II,2021-05-21,55000000,297372261,5.41,7.439,7239,96,"Science Fiction, Thriller, Horror",,,,,
Free Guy,2021-08-11,110000000,331526598,3.01,7.455,9617,115,"Comedy, Adventure, Science Fiction",,,,,
The Many Saints of Newark,2021-09-22,50000000,13037403,0.26,6.305,731,120,"Crime, Drama",,,,,
The Ice Road,2021-06-24,40000000,7502846,0.19,6.774,1875,108,"Action, Thriller",,,,,
No Time to Die,2021-09-29,250000000,774153024,3.1,7.3,6953,163,"Action, Thriller, Adventure",,,,,
Reminiscence,2021-08-18,68000000,18717947,0.28,6.525,1914,116,"Mystery, Science Fiction",,,,,
Nomadland,2021-01-29,5000000,39458207,7.89,7.174,3293,108,Drama,,,,,
West Side Story,2021-12-08,100000000,76016171,0.76,6.9,1746,156,"Drama, Romance, Crime",,,,,
Those Who Wish Me Dead,2021-05-05,20000000,23384502,1.17,6.609,1796,100,"Thriller, Action",,,,,
Belfast,2021-11-12,11000000,49158343,4.47,7.044,1644,98,"Drama, History",,,,,
Evangelion: 3.0+1.0 Thrice Upon a Time,2021-03-08,29700000,93882453,3.16,8.197,917,155,"Animation, Action, Science Fiction, Drama",,,,,
Tom & Jerry,2021-02-10,50000000,136536687,2.73,6.736,2553,101,"Comedy, Family, Animation",,,,,
Shang-Chi and the Legend of the Ten Rings,2021-09-01,150000000,432243292,2.88,7.496,10222,132,"Action, Adventure, Fantasy",,,,,
The Last Duel,2021-10-13,100000000,30552111,0.31,7.414,3775,153,"History, Drama, Action",,,,,
Old Henry,2021-10-01,1500000,77463,0.05,7.282,667,99,"Western, Action, Drama",,,,,
Jungle Cruise,2021-07-28,200000000,220889446,1.1,7.302,6078,127,"Fantasy, Adventure, Action",,,,,
Black Box,2021-09-08,10722240,9738741,0.91,7.33,1408,130,"Mystery, Thriller, Drama",,,,,
Sing 2,2021-12-01,85000000,408402685,4.8,7.8,4713,110,"Family, Comedy, Music, Animation",,,,,
Werewolves Within,2021-06-25,6500000,937490,0.14,6.032,613,96,"Horror, Comedy",,,,,
Ghostbusters: Afterlife,2021-11-18,75000000,204445747,2.73,7.325,5057,124,"Fantasy, Comedy, Adventure",,,,,
Venom: Let There Be Carnage,2021-09-30,110000000,506863592,4.61,6.751,11044,97,"Science Fiction, Action, Adventure",,,,,
The Hand of God,2021-11-24,13049974,167909,0.01,7.536,1756,130,Drama,,,,,
Spencer,2021-11-04,18000000,25246967,1.4,6.735,1792,116,Drama,,,,,
The Boss Baby: Family Business,2021-07-01,82000000,146745280,1.79,7.337,2665,107,"Animation, Comedy, Adventure, Family",,,,,
