ID,title,rating,release_date,original_language,IMDb_ID,genre,plot,box_office_domestic,box_office_worldwide
491,The Uninvited,6.452,2009-01-30,en,tt0815245,"Drama, Fantasy, Horror","After the death of her ill mother in a fire, teenager Anna tries to commit suicide and is sent to a mental institution for treatment. 10 months later, she still can't remember what happened the night her mother died, but her psychiatrist, Dr. Silberling, discharges her, telling her that she has resolved her issues. Her father Steven, a successful author, brings her back to their isolated mansion near the coast, where Anna finds that her mother's former nurse, Rachel Summers, is now her stepmother. Anna is happier to see her beloved sister Alex, who is swimming in the sea. Alex and Anna decide to look for evidence to prove that Rachel murdered their mother, as they investigate the fire in the boathouse.","$28,596,818",41624046
492,Fright Night,6.238,2011-08-18,en,tt1438176,"Action, Comedy, Drama","A remake of the 1985 original, teenager Charley Brewster (Yelchin) guesses that his new neighbor Jerry Dandrige (Farrell) is a vampire responsible for a string of recent deaths. When no one he knows believes him, he enlists Peter Vincent (Tennant), a self proclaimed vampire killer and Las Vegas magician, to help him take down Jerry.","$18,302,607",41002607
493,Underwater,6.284,2020-01-08,en,tt5774060,"Action, Horror, Sci-Fi","An unknown, massive earthquake happens in a drilling station in the bottom of the Marianna Trench. A scientific crew must find their way across the ocean floor into another station under the threats of deep pressure, dark water, dangerous deep-sea creatures, and a constant lack of oxygen.","$17,291,078",40882928
494,Quarantine,5.8,2008-10-10,en,tt1082868,"Horror, Sci-Fi, Thriller","A television reporter and her cameraman are assigned to spend the night shift with a Los Angeles fire crew. After a routine 911 call takes them to a small apartment building, they find police officers already on the scene in response to blood curdling screams coming from one of the apartments. They soon learn that a woman living in the building has been infected by something unknown. After a few of the residents are viciously attacked, they try to leave with the news crew, only to find the building has quarantined. All communication in and it is stopped; the only evidence of what took place is the news crew's videotape.","$31,691,811",40855419
495,Spiral: From the Book of Saw,5.908,2021-05-12,en,tt10342730,"Horror, Mystery, Thriller","Working in the shadow of his father, an esteemed police veteran (Samuel L. Jackson), brash Detective Ezekiel ""Zeke"" Banks (Chris Rock) and his rookie partner (Max Minghella) take charge of a grisly investigation into murders that are eerily reminiscent of the city's gruesome past. Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer's morbid game.","$23,216,862",40618920
496,Bless the Child,5.318,2000-08-11,en,tt0163983,"Crime, Drama, Horror","Omens and concepts of good vs. evil have no place in Maggie O'Connor's well-ordered, practical universe. Her life revolves around her job as a nurse at a busy New York City hospital, until one rainy night, her sister Jenna abandons her newborn, autistic daughter at her home. Maggie takes the baby in, and she becomes the daughter she never had. Six years later Jenna suddenly re-appears with a mysterious new husband, Eric, and abducts Cody. Despite the fact that Maggie has no legal rights to Cody, F.B.I. Agent John Travis, an expert in ritual homicide and occult-related crime, takes up her cause when he realizes that Cody shares the same birth date as several other recently missing children. The little girl, it soon becomes clear, is more than simply ""special"". She manifests extraordinary powers that the forces of evil have waited centuries to control, and her abduction sparks a clash between the soldiers of good and evil that can only be resolved, in the end, by the strength of one small child and the love she inspires in those she touches.","$29,381,494",40443010
497,The Witch,6.995,2016-02-19,en,tt4263482,"Drama, Fantasy, Horror","New England, 1630: William and Katherine try to lead a devout Christian life, homesteading on the edge of an impassible wilderness, with five children. When their newborn son mysteriously vanishes and their crops fail, the family begins to turn on one another. 'The Witch' is a chilling portrait of a family unraveling within their own sins, leaving them prey for an inconceivable evil.","$25,138,705",40423945
498,The Invasion,6.031,2007-08-17,en,tt0427392,"Sci-Fi, Thriller","While returning to Earth, the space shuttle explodes and the fragments bring an alien virus that recodes the human DNA. In Washington, the psychiatrist Carol Bennell observes the modification of the behavior of one of her clients first, then in her former husband and finally in the population in general. Together with her friend Dr. Ben Driscoll the researcher Dr. Stephen Galeano, they discover that the extraterrestrial epidemic affects human beings while sleeping and that her son Ollie, who had chickenpox when he was a baby, is immune to the disease and may save mankind from the outbreak.","$15,074,191",40170558
499,Halloween II,5.328,2009-08-28,en,tt1311067,Horror,"Michael Myers is still at large and no less dangerous than ever. After a failed reunion to reach his baby sister at their old home, Laurie Strode is immediately taken to a hospital to be treated by the wounds that had been afflicted by her brother a few hours ago. However, Michael isn't too far off and will continue his murdering 'Halloween' rampage until he gets his sister all to himself.","$33,392,973",39421467
500,Bring Her Back,7.353,2025-05-28,en,tt32246771,"Horror, Mystery",A brother and sister uncover a terrifying ritual at the secluded home of their new foster mother.,"$19,333,305",39410222
501,Shaun of the Dead,7.54,2004-04-09,en,tt0365748,"Comedy, Horror","Shaun (Simon Pegg) doesn't have a very good day, so he decides to turn his life around by getting his ex to take him back, but he times it for right in the middle of what may be a zombie apocalypse. But for him, it's an opportunity to show everyone he knows how useful he is by saving them all. All he has to do is survive, and get his ex back.","$14,461,359",39396175
502,Unhinged,6.438,2020-07-16,en,tt10059518,"Action, Thriller","Academy Award winner Russell Crowe stars in Unhinged, a psychological thriller that takes something we've all experienced- road rage - to an unpredictable and terrifying conclusion. Rachel (Caren Pistorius) is running late getting to work when she crosses paths with a stranger (Crowe) at a traffic light. Soon, Rachel finds herself, and everyone she loves, the target of a man who feels invisible and is looking to make one last mark upon the world by teaching her a series of deadly lessons. What follows is a dangerous game of cat and mouse that proves you never know who you're driving next to.","$20,831,465",39238300
503,The Grudge 2,5.58,2006-10-12,en,tt0433386,"Horror, Thriller","In Pasadena, Mrs. Davis sends her daughter Aubrey Davis to Tokyo to bring her sister Karen Davis, who is interned in a hospital after surviving a fire, back to the USA. After their meeting, Karen dies and Aubrey decides to investigate what happened to her and gets herself trapped in the same situation, being chased by the ghost of the house. Meanwhile in Tokyo, the three high school mates Allison, Vanessa and Miyuki visit the famous haunted house and are also chased by the ghost. In Chicago, Trish moves to the apartment of her boyfriend Bill, who lives with his children, the teenager Lacey and boy Jake. On the next door, weird things happen with their neighbor.","$39,143,839",39143839
504,The Wicker Man,4.346,2006-08-31,en,tt0450345,"Horror, Mystery, Thriller","A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.","$23,649,127",38805380
505,The Grudge 3,5.44,2009-05-12,en,tt1053859,"Horror, Mystery, Thriller","A young Japanese woman who holds the key to stopping the evil spirit of Kayako, travels to the haunted Chicago apartment from the sequel, to stop the curse of Kayako once and for all.",,38610009
506,Urban Legends: Final Cut,4.9,2000-09-22,en,tt0192731,"Horror, Mystery","Urban Legends: The Final Cut follows Amy Mayfield (Morrison), a student at Alpine University who struggles to complete her thesis film on urban legends - only to have her crew members fall prey to fatal 'accidents.' Suspicious, Amy investigates and discovers a much more sinister hand at work. Now she must unmask the killer before she, too, becomes an urban legend.","$21,468,807",38574362
507,Chernobyl Diaries,5.306,2012-05-24,en,tt1991245,"Horror, Mystery, Thriller","Americans Chris, his girlfriend Natalie and their friend Amanda travel to Europe on vacation. They meet up with Chris' brother Paul living in Kyiv, Ukraine. Chris wants to travel to Moscow to propose to Natalie, but Paul convinces the group to first visit Chernobyl with an extreme tourism guide. They meet the guide Uri and another couple who are also going on the tour. Uri explains that because of the radiation levels he can only take them to Pripyat, a deserted city very near Chernobyl. They travel by van, but are stopped by a military checkpoint that makes them turn back. Not giving up, Uri finds an alternative route to the town. The group spends the day taking photographs and exploring abandoned buildings. Uri becomes nervous and decides it's time to head home. However, the van won't start and they discover the engine was sabotaged. Soon they discover that they are stranded, no one knows they are there and that they are definitely not alone.","$18,119,640",38390020
508,The Hills Have Eyes 2,5.567,2007-03-22,en,tt0800069,"Horror, Thriller","A team of trainees of the National Guard brings supply to the New Mexico Desert for a group of soldiers and scientists that are installing a monitoring system in Sector 16. They do not find anybody in the camp, and they receive a blurred distress signal from the hills. Their sergeant gathers a rescue team, and they are attacked and trapped by deformed cannibals, having to fight to survive.","$20,804,166",37697773
509,Halloween: Resurrection,4.61,2002-07-01,en,tt0220506,"Horror, Thriller","Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!","$30,354,442",37664958
510,Prey for the Devil,6.9,2022-10-23,en,tt9271672,"Horror, Mystery, Thriller","According to real-life Vatican reports, occurrences of demonic possession have increased significantly in recent years. In response, the Catholic church has secretly reopened exorcism schools to train priests in the sacred rite. The Devil's Light immerses you into the world of one of these schools; humanity's last line of defense against the powers of everlasting evil. Jacqueline Byers (""Roadies,"" ""Salvation"") stars as Sister Ann, who devoutly believes that performing exorcisms is her calling, despite the fact that historically only priests - not sisters - are allowed to perform them. When one professor senses her special gift, allowing her to be the first nun to study and master the ritual, her own soul will be in danger as the demonic forces she battles reveal a mysterious connection to her traumatic past.","$19,802,293",37655699
511,The Forest,5.224,2016-01-07,en,tt3387542,"Horror, Mystery, Thriller","The majority of the story is set in and around the Aokigahara Forest, a forest at the northwest base of Mount Fuji in Japan known as a popular destination for suicide. Sara Price (Natalie Dormer), an American woman, receives a phone call from the Japanese police telling her that they think her troubled twin sister Jess Price (also Dormer) is dead, as she was seen going into Aokigahara forest. Despite the concerns of her fiance, Rob, she journeys to Japan and arrives at the hotel where her sister was staying. At her hotel, Sara meets a reporter named Aiden. They drink together, and she tells him of her parents' death. In reality, her father killed her mother, then committed suicide, but she tells him they were killed by a drunk driver. Her sister saw the bodies, but she didn't look. Aiden invites her to go into the forest with him and a park guide, Michi, so she can look for her sister..","$26,594,261",37608299
512,The Covenant,5.6,2006-09-07,en,tt0475944,"Adventure, Fantasy, Horror","Four best friends, young warlocks of the same coven who all share a same secret: a magic powers, suddenly have to protect themselves from a stranger-another warlock just like them who has come to town to destroy their coven after a 300 years old hate...","$23,380,495",37597471
513,Golmaal Again,5.4,2017-10-20,hi,tt1806913,"Action, Comedy, Horror","Gopal,Laxman1,Madhav,Lucky and Laxman 2 live in orphanage of Jamnadas.One day they come across an abandoned baby outside the orphanage and name her Kushi.Gopal and Mahadav don't get well with each other and often have fights.Gopal leaves the orphanage with Laxman 1 and Madhav also leaves with Lucky and Laxman 2.Years later they have grown up an earn good by doing con jobs and send a share to Jamnadas's orphanage.One day they come to know that Jamnadas is no more and they go to attend his prayer meeting.Anna their childhood friend who can communicate with spirits meets them at a prayer meeting.While the 5 boys leave the orphanage after the prayer meeting a strange figure follows them.Anna is sure the boys will come back in orphanage as the strange figure wants their help.","$1,013,893",37000000
514,Don't Be Afraid of the Dark,5.801,2010-11-06,en,tt1270761,"Fantasy, Horror, Thriller","A young girl is sent to live with her estranged father and his girlfriend at their new home. The father, Alex has plans to spruce up the home with the help of his interior decorator girlfriend, Kim. The previous owner of the home was a famous painter who mysteriously disappeared. Alex's daughter, Sally, soon discovers the cause of the painter's disappearance.","$24,046,682",36993168
515,The Priests,6.8,2015-11-05,ko,tt5049302,"Mystery, Thriller","The young girl Young-shin seems to be possessed by demon and Father Kim and Deacon Choi are about to investigate the case. But to save the life of Young-shin, the have to find out if the girl is truly possessed or maybe the victim of a human force. Or in the worst case both.","$185,093",36900000
516,Companion,7.012,2025-01-22,en,tt26584495,"Sci-Fi, Thriller",A weekend getaway with friends at a remote cabin turns into chaos after it's revealed that one of the guests is not what they seem.,"$20,809,101",36869122
517,Devil's Due,4.668,2014-01-08,en,tt2752758,"Horror, Mystery","After a mysterious, lost night on their honeymoon, a newlywed couple finds themselves dealing with an earlier-than-planned pregnancy. While recording everything for posterity, the husband begins to notice odd behavior in his wife that they initially write off to nerves, but, as the months pass, it becomes evident that the dark changes to her body and mind have a much more sinister origin.","$15,821,461",36433975
518,Hostel: Part II,5.85,2007-06-07,en,tt0498353,Horror,"Three female college students take a detour from their partying, enticed by a beautiful European woman who promises seclusion, safety, and maybe even romance. What they get is a living hell in which they are sold to the highest bidder, whose fondest wish is to kill them slowly. Hostel 2 also follows two American men who are willing to pay to join an exclusive club where a life will end at their hands--any way they like. It's a story of human monsters and the almighty dollar as only Eli Roth could tell it.","$17,609,452",35728183
519,Immaculate,6.209,2024-03-20,en,tt23137390,"Horror, Thriller","Cecilia, a woman of devout faith, is warmly welcomed to the picture-perfect Italian countryside where she is offered a new role at an illustrious convent. But it becomes clear to Cecilia that her new home harbors dark and horrifyi...","$15,671,307",35340015
520,Vacancy,6.27,2007-04-20,en,tt0452702,"Horror, Thriller","David and Amy Fox find themselves stranded in the middle of nowhere when their car breaks down. Luckily, they come across a motel with a TV to entertain them during their overnight stay. However, there's something very strange and familiar about the Grade-Z slasher movies that the motel broadcasts for its guests' enjoyment. They all appear to be filmed in the very same room they occupy! Realizing that they are trapped in their room with hidden cameras now aimed at them filming their every move, David and Amy desperately find a means of escape through locked doors, crawlspaces and underground tunnels before they too become the newest stars of the mystery filmmaker's next cult classic!","$19,363,565",35300645
521,Wolf Man,6.203,2025-01-15,en,tt4216984,Horror,"A family at a remote farmhouse is attacked by an unseen animal, but as the night stretches on, the father begins to transform into something unrecognizable.","$20,707,280",35153314
522,Malignant,6.748,2021-09-01,en,tt3811906,"Crime, Horror, Mystery","Twenty-seven long years after the brutal Simion Research Hospital incident, abused Madison wakes up in a hospital in present-day Seattle. But with numbing visions of murder getting in the way of a normal life, more and more, Madison's obscure past emerges, baffling both herself and the local detectives. Are these explicitly violent killings figments of Madison's troubled imagination? Either way, someone, or better yet, something, links the past to the present, demanding closure and blood. Is the bogeyman real?","$13,391,791",34891791
523,Forbidden Empire,5.9,2014-01-30,ru,tt1224378,"Adventure, Fantasy, Mystery","Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",,34592118
524,Together,6.979,2025-07-28,en,tt31184028,"Horror, Romance","Years into their relationship, Tim and Millie find themselves at a crossroads as they move to the country. With tensions already flaring, an encounter with an unnatural force threatens to corrupt their lives, their love and their ...","$21,273,159",34573161
525,Darkness,5.64,2002-10-11,en,tt0273517,Horror,"There's something in this house - Something ancient and dark that remains still, hidden and silent. It can only wait, having been concealed in the shadows for years. In fact, its milieu is darkness.","$22,163,442",33988736
526,The Skin I Live In,7.487,2011-08-17,es,tt1189073,"Drama, Mystery, Thriller","In honor of his late wife who died in a flaming car accident, scientist, Dr. Robert Ledgard, is trying to synthesize the perfect skin which can withstand burns, cuts or any other kind of damage. As he gets closer to perfecting this skin on his flawless patient, the scientific community starts growing skeptical and his past is revealed that shows how his patient is closely linked to tragic events he would like to forget.","$3,185,812",33750478
527,The Invitation,5.993,2022-08-24,en,tt12873562,"Horror, Thriller",A woman learns the shocking and bloody truth about her family history while staying at an estate.,"$25,100,080",33628000
528,Dracula,7.122,2025-07-30,fr,tt31434030,"Fantasy, Horror, Romance","When a 15th-century prince denounces God after the loss of his wife he inherits an eternal curse: he becomes Dracula. Condemned to wander the centuries, he defies fate and death, guided by a single hope - to be reunited with his l...","$11,450,329",33593404
529,Devil,6.099,2010-09-16,en,tt1314655,"Horror, Mystery, Thriller","In Philadelphia, Detective Bowden is still grieving for his wife and son, killed in a hit-and-run five years ago. When someone jumps from a skyscraper onto a truck, Bowden is sent to investigate. Meanwhile, five strangers are trapped in an elevator in the building where the jumper committed suicide. The communication radio in the elevator is broken but the guards, Lustig and Ramirez, observe the individuals via CCTV as events unfold. Tensions run high among those trapped, so Lustig calls the police and Detective Bowden assumes the case. Without being able to contact the individuals, he tries to work out who they are, but he can only account for four of them. Time is running out for the occupants of the elevator, as Bowden realizes he has to get them out quickly.","$33,601,190",33583175
530,The Cave,5.444,2005-08-26,en,tt0402901,"Adventure, Horror, Sci-Fi","Decades after a rock church in communist Romania's Carpathians caved when an expedition caused a landslide and buried everyone, Dr. Nicolai's scientific team exploring the associated Templar Knights monster fighting-legend discovers a deep, flooded cave system and hires the brothers Jack and Tyler's brilliant divers team to explore it. Another explosion traps them, after finding a mysterious parasite turning all species carnivore, and later an independently evolved predator species. Jack may be infected and turning, but Tyler sticks with him, so the group splits, hunted by the monsters, which also fly.","$15,007,991",33296457
531,Brightburn,6.141,2019-05-09,en,tt7752126,"Drama, Horror, Mystery","After a difficult struggle with fertility, Tori Breyer's dreams of motherhood come true with the arrival of a mysterious baby boy. Brandon appears to be everything Tori and her husband, Kyle, ever wanted -- bright, talented and curious about the world. But as Brandon nears puberty, powerful darkness manifests within him, and Tori becomes consumed by terrible doubts about her son. Once Brandon begins to act on his twisted urges, those closest to him find themselves in grave danger.","$17,300,439",33224654
532,Heart Eyes,6.316,2025-02-06,en,tt32558992,"Comedy, Horror, Mystery","When two coworkers have to survive the Heart Eyes Killer on Valentine's Day, the two have to find out who it is.","$30,415,738",33129099
533,Exit 8,6.386,2025-08-28,ja,tt35222590,"Action, Adventure, Horror","A man becomes increasingly desperate when he realizes he is trapped in a subway station, needing to complete a mission to get out.",,33100990
534,Pee Mak,7.163,2013-03-28,th,tt2776344,"Comedy, Horror, Romance","Mak served in the war during the beginning of the Rattanakosin Dynasty. At war he became friends with Ter, Puak, Shin, and Aey, whose lives he saved. Once the war was over, Mak invited his four friends into his home in Phra Khanong town and introduced them to his beautiful wife Nak and his newborn baby boy Dang. A rumor was going around in the village that Nak had died giving birth to her stillborn baby, Dang. The source of this rumour; Aunty Priak, owner of local liquor store was found dead floating on the river a few days later. The four friends felt it's time to tell Mak the possibility of Nak and Dang could be dead and lingered as haunting ghosts and risk their lives. It's up to Mak to choose love or reality.",,33000000
535,The Last House on the Left,6.494,2009-03-13,en,tt0844708,"Horror, Thriller","After kidnapping and torturing two innocent teen girls, a group of people seek refuge in the home of the parents of one of the victimized girls. When the parents find out what happened to their daughter, they plot and carry out revenge on those that hurt her.","$32,752,215",32721635
536,[REC],7.219,2007-11-23,es,tt1038988,"Horror, Mystery, Thriller","""REC"" turns on a young TV reporter and her cameraman who cover the night shift at the local fire station. Receiving a call from an old lady trapped in her house, they reach her building to hear horrifying screams -- which begin a long nightmare and a uniquely dramatic TV report.",,32511655
537,Bait,5.656,2012-09-05,en,tt1438173,"Action, Fantasy, Horror","A group of people get trapped in a supermarket after a tsunami hits the coast of Queensland, Australia. But they soon find out that they have more to worry about than being in a flooded grocery store - there are 12 foot sharks swimming around them, and they're hungry.",,32500000
538,The Strangers: Prey at Night,5.708,2018-03-07,en,tt1285009,Horror,"A family's road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked psychopaths pay them a visit to test the family's every limit as they struggle to survive.","$24,586,708",32144262
539,Bhool Bhulaiyaa 2,6.2,2022-05-20,hi,tt6455162,"Comedy, Horror","When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit that has been trapped for 18 years.",,32000000
540,Jennifer's Body,5.985,2009-09-18,en,tt1131734,"Comedy, Horror","Nerdy, reserved bookworm Needy Lesnicki, and arrogant, conceited cheerleader Jennifer Check are best friends, though they share little in common. They share even less in common when Jennifer mysteriously gains an appetite for human blood after a disastrous fire at a local bar. As Needy's male classmates are steadily killed in gruesome attacks, the young girl must uncover the truth behind her friend's transformation and find a way to stop the bloodthirsty rampage before it reaches her own boyfriend Chip.","$16,204,793",31556061
541,The Thing,6.225,2011-10-12,en,tt0905372,"Horror, Mystery, Sci-Fi","Paleontologist Kate Lloyd is invited by Dr. Sandor Halvorson to join his team who have found something extraordinary. Deep below the Antarctic ice, they have found an alien spacecraft that has been there for perhaps 100,000 years. Not far from where the craft landed, they find the remains of the occupant. It's cut out of the ice and taken back to their camp but as the ice melts, the creature reanimates and not only begins to attack them but manages to infect them, with team members devolving into the alien creature.","$16,928,670",31505287
542,Lost Souls,5.0,2000-10-13,en,tt0160484,"Drama, Horror, Thriller","A group of Catholics go to a mental institution to perform exorcism in the murderer George Viznik (Brad Greenquist). Father Lareaux (Sir John Hurt), Deacon John Townsend (Elias Koteas), Father Frank Page (Brian Reddy), and the teacher Maya Larkin (Winona Ryder), who was possessed and exorcised in the past, unsuccessfully try to exorcise the man and Father Lareaux is deeply affected and falls into a coma. Maya brings the Viznik's coded writings and after deciphering it, she concludes that the writer Peter Kelson (Ben Chaplin) might be the Antichrist to be incarnated by Satan. She seeks him out but the atheist Peter, who has been raised by his uncle Father James (Philip Baker Hall), does not believe in her. But when strange things happen to him, Peter meets Maya and they investigate together the chance to save his soul.","$16,815,253",31355910
543,The Stepfather,5.811,2009-10-16,en,tt0814335,"Mystery, Thriller","Michael Harding (Penn Badgely) returns home from military school to find his mother Susan (Sela Ward) happily in love and living with her new boyfriend, David (Dylan Walsh). As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?","$29,062,561",31198531
544,Wolf Creek,6.233,2005-09-16,en,tt0416315,"Horror, Thriller","Three backpackers travel into the Australian Outback only to find themselves stranded at Wolf Creek crater. Once there, they are encountered by a bushman, Mick Taylor, who offers them a ride back to his place. Little do the three know that their adventure into the Outback would be a complete nightmare after the backpackers find a way to escape.","$16,188,180",30894796
545,The Unholy,6.559,2021-03-31,en,tt9419056,"Drama, Horror, Mystery","After a supposed visitation from the Virgin Mary, Alice, a young hearing-impaired girl, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.","$15,532,137",30832137
546,Attack on Titan,6.093,2015-08-01,ja,tt2072230,"Action, Adventure, Drama",A teenage boy named Eren Jaeger must use his special gift to fight alongside with the military to defeat the titan race. Mankind is on the brink of extinction when these man-eating monsters terrorize everybody and set to destroy the last of human civilization left in the world.,"$449,523",30810658
547,Igor,5.944,2008-09-19,en,tt0465502,"Animation, Comedy, Family","In a world filled with Mad Scientists and Evil Inventions, one talented evil scientist's hunch-backed lab assistant has big dreams of becoming a Mad Scientist himself and winning the annual Evil Science Fair.","$19,528,602",30700000
548,Cabin Fever,5.693,2003-08-15,en,tt0303816,Horror,"College friends Paul, Karen, Bert, Marcy and Jeff rent an isolated cabin in the woods to spend a week together. When they arrive, a man contaminated with a weird disease asks them for help, but they panic and burn the man, who falls into the water reservoir and dies. The whole group, except Karen, makes a pact to drink only beer the rest of the week without knowing where the dead body is. When Karen drinks tap water and gets the disease, the group begins their journey to hell.","$21,158,188",30600000
549,Godsend,4.86,2004-04-30,en,tt0335121,"Action, Drama, Fantasy","The 8-year-old Adam is killed in a traffic accident. His grieving parents agree to recreate him through experimental and illegal cloning, conducted by an ingenious but pushy geneticist. After eight happy years, a scary door opens between Adam II and someone from the past.","$14,379,751",30120671
550,Pulse,5.067,2006-08-11,en,tt0454919,"Horror, Sci-Fi, Thriller","The hacker Josh invades the computer of Douglas Ziegler, who is developing a powerful wireless signal, and accidentally releases a mysterious force that takes the will to live of human beings, generating a suicide epidemic and increasing the force. His girlfriend and student of psychology, Mattie, sees each one of their common friends die and the destruction of the modern world, and together with her new acquaintance Dexter, they try to plan a virus developed by Josh in the network to shutdown the system and save mankind.","$20,264,436",29907685
551,An American Haunting,5.5,2005-05-05,en,tt0429573,"Drama, Horror, Mystery","In 2006, in Red River, Tennessee, a teenager has frequent nightmares. Her mother reads an old letter from 1817 written by her ancestor, Lucy Bell. After a dispute of lands judged by the church, her husband John Bell is cursed by his opponent Kathe Batts, who has a fame of being a witch. From this moment on, an entity threatens John and her daughter Betsy Bell, attacking the girl during the nights. With the support of Betsy's school teacher Richard Powell, who tries to find rational explanations for the manifestation; her brother John Bell Jr.; and their friend James Johnston, who unsuccessfully tries to exorcize the entity from the house, the family does their best to protect Betsy in the haunted house.","$16,298,046",29612137
552,Roald Dahl's The Witches,6.338,2020-10-26,en,tt0805647,"Adventure, Family, Fantasy","Reimagining Roald Dahl's beloved story for a modern audience, Robert Zemeckis's visually innovative film tells the darkly humorous and heartwarming tale of a young orphaned boy who, in late 1967, goes to live with his loving Grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered her fellow cronies from around the globe-undercover-to carry out her nefarious plans. Zemeckis is joined by a world-class team of filmmakers, including Alfonso Cuarón, Guillermo del Toro and Kenya Barris. The cast includes powerhouse performances from Anne Hathaway, Octavia Spencer, Stanley Tucci, Kristin Chenoweth and Chris Rock, with newcomer Jahzir Kadeen Bruno as the brave young hero.","$203,571",29303571
553,Case 39,6.315,2009-08-13,en,tt0795351,"Horror, Mystery, Thriller","""Case 39"" centers on an idealistic social worker who saves an abused 10-year-old girl from her parents only to discover that the girl is not as innocent as she thinks.","$13,261,851",29000000
554,Wrong Turn,6.383,2003-05-30,en,tt0295700,"Horror, Thriller","Chris Flynn is driving his car for a job interview in another city. However, an accident with a trunk transporting chemical products blocks the highway and Chris looks for an alternative route through the mountains of West Virginia to accomplish his schedule. Due to a lack of attention, he crashes another car parked in the middle of the road with flat tires. Chris meets a group of five friends, who intended to camp in the forest, and they decide to leave the couple Francine and Evan on the place, while Chris, Jessie, Carly and her fiancé Scott tries to find some help. They find a weird cabin in the middle of nowhere, where three violent cannibalistic mountain men with the appearance of monsters live. The two couples try to escape from the mountain men while chased by them.","$15,418,790",28650575
555,Dark Skies,6.332,2013-02-21,en,tt2387433,"Horror, Sci-Fi, Thriller","The Barrett family-mother Lacy, father Daniel, older son Jesse, and younger son Sammy-reside on a quiet suburban street in an unnamed American city. Daniel is currently unemployed, placing the burden of supporting the family on Lacy, who works as a real estate agent. Their two sons enjoy a happy relationship and communicate with each other from their beds via walk-talkie. A number of strange occurrences befall the family. During the night, the contents of the kitchen are rearranged in bizarre configurations. The house alarm is set off when it detects that all entry points were breached simultaneously. Sammy suffers a fit while playing soccer and Lacy is shocked when hundreds of birds suddenly crash into the house. One night, Lacy is awakened by a sound from Sammy's room. When she goes to check on him, through the darkness she sees a figure standing over his bed. She turns on the light to find an empty room. Sammy is found walking away from the house but cannot remember leaving. Lacy, Daniel and Jesse each suffer catatonic episodes and regain consciousness with no memory of their experiences.","$17,418,667",27858103
556,HIM,5.723,2025-09-18,en,tt20990442,"Horror, Sport",A young athlete descends into a world of terror when he's invited to train with a legendary champion whose charisma curdles into something darker.,"$24,936,390",27834512
557,One Cut of the Dead,7.625,2017-11-04,ja,tt7914416,"Comedy, Drama, Horror","A low-budget film about zombies soon features the best cast money could not buy, but the problem is that the new actors are not exactly getting along with the crew. Everyone involved is soon receiving a lesson in the merits of perseverance, the preciousness of family bonds and of course the dangers of the living dead.","$52,406",27590180
558,Dororo,7.0,2007-03-15,ja,tt0780503,"Action, Adventure, Fantasy","In the year 3048, the wounded Lord Kagemitsu Daigo proposes a deal to rule the whole world to forty-eight demons in their sealed temple. In return, the demons ask forty-eight parts of the body of his unborn son. When the mutilated baby is born, his mother puts him in a basket in the river flow to save his life. The baby survives and becomes the demon slayer Hyakkimaru that slash demons to retrieve his body parts. During his journey, he meets the female thief Dororo, who was raised as a boy after the death of her parents by the evil Lord Daigo, in a small town and she befriends Hyakkimaru and joins him in his quest seeking revenge against the Daigo's clan.",,27308865
559,Sorority Row,5.548,2009-09-09,en,tt1232783,"Horror, Mystery","""Sorority Row"" sees a group of sorority sisters try to cover up the death of their house-sister after a prank gone wrong, only to be stalked by a serial killer.","$11,965,282",27206120
