ID;title;rating;release_date;original_language;IMDb_ID;genre;plot;box_office_domestic;box_office_worldwide;extracted_plotpoints;Used_Plotphrases;Best_Match_Phrase;Similarity_Score
618;JUJUTSU KAISEN: Execution;5.8;2025-11-07;ja;tt38121182;Animation, Action, Fantasy;A veil abruptly descends over the busy Shibuya area amid the bustling Halloween crowds, trapping countless civilians inside. In the aftermath, ten colonies across Japan are transformed into dens of curses.;;44559195;['transformed dens curses', 'japan transformed dens', 'descends busy shibuya', 'busy shibuya area', 'veil abruptly descends', 'dens curses', 'shibuya area', 'aftermath colonies japan', 'veil abruptly', 'shibuya area amid', 'japan transformed', 'busy shibuya', 'colonies japan transformed', 'amid bustling halloween', 'colonies japan', 'trapping countless civilians', 'bustling halloween', 'countless civilians inside', 'inside aftermath colonies', 'area amid bustling', 'halloween crowds trapping', 'bustling halloween crowds', 'transformed dens', 'trapping countless', 'civilians inside aftermath', 'aftermath colonies', 'halloween crowds', 'countless civilians', 'inside aftermath', 'descends busy', 'abruptly descends', 'crowds trapping countless', 'amid bustling', 'abruptly descends busy', 'civilians inside', 'area amid', 'crowds trapping'];False;world war;0.2744225263595581
619;Pokémon the Movie: Kyurem vs. the Sword of Justice;6.331;2012-07-13;ja;tt2549540;Animation, Action, Adventure;An over zealous pokemon called Keldeo enrages a very powerful Kyurem. With the help of Ash and Pikachu, can Keldeo become a sword of justice and defeat the mighty Kyurem?;;44057737;['keldeo sword justice', 'pokemon called keldeo', 'enrages powerful kyurem', 'keldeo enrages powerful', 'pikachu keldeo sword', 'keldeo sword', 'defeat mighty kyurem', 'powerful kyurem', 'powerful kyurem help', 'ash pikachu keldeo', 'pikachu keldeo', 'called keldeo enrages', 'kyurem help ash', 'keldeo enrages', 'mighty kyurem', 'called keldeo', 'kyurem help', 'sword justice defeat', 'enrages powerful', 'sword justice', 'help ash pikachu', 'ash pikachu', 'justice defeat mighty', 'zealous pokemon', 'zealous pokemon called', 'pokemon called', 'defeat mighty', 'justice defeat', 'help ash'];False;battle good;0.25445565581321716
620;The Master of Disguise;3.974;2002-08-02;en;tt0295427;Adventure, Comedy, Family;A sweet-natured Italian waiter named Pistachio Disguisey at his father Fabbrizio's restaurant, who happens to be a member of a family with supernatural skills of disguise. But moments later the patriarch of the Disguisey family is kidnapped Fabbrizio's former arch-enemy, Devlin Bowman, a criminal mastermind in an attempt to steal the world's most precious treasures from around the world. And it's up to Pistachio to track down Bowman and save his family before Bowman kills them!;$40,388,794;43400000;['pistachio disguisey father', 'pistachio disguisey', 'named pistachio disguisey', 'disguisey father fabbrizio', 'disguisey family kidnapped', 'kidnapped fabbrizio', 'family kidnapped fabbrizio', 'waiter named pistachio', 'disguisey family', 'kidnapped fabbrizio arch', 'named pistachio', 'disguisey father', 'father fabbrizio restaurant', 'patriarch disguisey family', 'world pistachio', 'family kidnapped', 'father fabbrizio', 'devlin bowman criminal', 'treasures world pistachio', 'italian waiter', 'later patriarch disguisey', 'italian waiter named', 'fabbrizio restaurant', 'fabbrizio restaurant happens', 'enemy devlin bowman', 'pistachio track bowman', 'patriarch disguisey', 'devlin bowman', 'natured italian waiter', 'arch enemy devlin', 'enemy devlin', 'disguise moments later', 'disguise moments', 'family bowman', 'bowman criminal mastermind', 'waiter named', 'fabbrizio arch enemy', 'pistachio track', 'family bowman kills', 'bowman criminal', 'save family bowman', 'bowman save family', 'world pistachio track', 'restaurant happens member', 'fabbrizio arch', 'happens member family', 'supernatural skills disguise', 'member family', 'skills disguise', 'skills disguise moments', 'criminal mastermind', 'restaurant happens', 'member family supernatural', 'mastermind attempt steal', 'family supernatural', 'bowman kills', 'steal world', 'later patriarch', 'sweet natured italian', 'moments later patriarch', 'bowman save', 'attempt steal', 'save family', 'natured italian', 'mastermind attempt', 'arch enemy', 'steal world precious', 'family supernatural skills', 'precious treasures', 'treasures world', 'happens member', 'track bowman save', 'moments later', 'supernatural skills', 'sweet natured'];False;mysterious man;0.4001174569129944
621;League of Gods;5.614;2016-07-28;zh;tt5481184;Action, Fantasy;During the reign of King Zhou, an official enters his bedchamber, and is devoured by the monstrous tails of Daji, his concubine. Outside their city, several warriors within a metal wagon discuss their strategies to free the Invisible People and their Chief, when Jiang Ziya appears to them. He tells them that when King Zhou was younger, he let himself become possessed by the Black Dragon for his quest for power.;$181,633;43300000;['possessed black dragon', 'king zhou', 'tells king zhou', 'reign king zhou', 'chief jiang ziya', 'king zhou younger', 'king zhou official', 'jiang ziya appears', 'chief jiang', 'zhou official enters', 'tails daji concubine', 'people chief jiang', 'monstrous tails daji', 'daji concubine', 'jiang ziya', 'zhou official', 'black dragon', 'zhou younger', 'daji concubine outside', 'zhou younger let', 'black dragon quest', 'tails daji', 'bedchamber devoured monstrous', 'dragon quest power', 'dragon quest', 'enters bedchamber devoured', 'invisible people chief', 'possessed black', 'ziya appears', 'ziya appears tells', 'let possessed black', 'bedchamber devoured', 'devoured monstrous tails', 'appears tells king', 'enters bedchamber', 'tells king', 'let possessed', 'reign king', 'devoured monstrous', 'free invisible', 'invisible people', 'monstrous tails', 'official enters bedchamber', 'concubine outside', 'younger let possessed', 'free invisible people', 'concubine outside city', 'warriors metal wagon', 'people chief', 'warriors metal', 'quest power', 'appears tells', 'city warriors metal', 'metal wagon', 'metal wagon discuss', 'official enters', 'strategies free invisible', 'city warriors', 'wagon discuss', 'outside city warriors', 'wagon discuss strategies', 'younger let', 'outside city', 'strategies free', 'discuss strategies', 'discuss strategies free'];False;dragon rider;0.35039469599723816
622;Beastly;6.307;2011-01-21;en;tt1152398;Drama, Fantasy, Romance;At the Buckeston Academy High School, the wealthy, arrogant, narcissistic, and bigoted Kyle Kingson is a student who does not respect his classmates. When Kyle is elected representative of the students, he plays a prank on the outcast Kendra, who has a reputation as a witch: he invites her to a party and humiliates her in front of their classmates. However, Kendra curses him with a spell that makes Kyle as ugly as his soul. Further, she tells him that if he does not find anyone who loves him within a year, he will be doomed to that appearance forever. When Kyle's father, Rob Kingson, sees him, he takes Kyle to specialists but the doctors do not know what to do, so Rob hides Kyle in an apartment with a maid and a blind tutor. When Kyle sees his mate Lindy on the streets, he saves her from a dangerous drug dealer and he brings her to his apartment to protect her. Now his only hope is that Lindy will fall in love with him.;$27,865,571;43200000;['buckeston academy high', 'kyle kingson student', 'rob hides kyle', 'tutor kyle sees', 'blind tutor kyle', 'kyle father rob', 'spell makes kyle', 'buckeston academy', 'bigoted kyle kingson', 'narcissistic bigoted kyle', 'tutor kyle', 'rob kingson sees', 'respect classmates kyle', 'classmates kendra curses', 'kyle sees', 'kyle sees mate', 'hides kyle', 'bigoted kyle', 'makes kyle ugly', 'takes kyle', 'kyle kingson', 'humiliates classmates kendra', 'sees takes kyle', 'classmates kyle', 'prank outcast kendra', 'father rob kingson', 'forever kyle father', 'makes kyle', 'kingson student', 'rob hides', 'kendra curses spell', 'kyle ugly soul', 'appearance forever kyle', 'father rob', 'kyle apartment maid', 'hope lindy', 'kingson student does', 'classmates kyle elected', 'hides kyle apartment', 'kyle apartment', 'kingson sees takes', 'maid blind tutor', 'sees mate lindy', 'know rob', 'lindy fall love', 'kyle elected', 'doctors know rob', 'plays prank outcast', 'academy high', 'party humiliates classmates', 'students plays prank', 'tells does loves', 'curses spell', 'kyle specialists doctors', 'kendra reputation', 'high school', 'arrogant narcissistic bigoted', 'lindy streets saves', 'dangerous drug dealer', 'school wealthy', 'doomed appearance forever', 'student does respect', 'reputation witch', 'wealthy arrogant', 'spell makes', 'soul tells', 'loves year doomed', 'sees mate', 'protect hope', 'witch invites party', 'saves dangerous', 'representative students', 'dealer brings apartment', 'brings apartment protect', 'elected representative'];False;father king;0.4475058317184448
623;When in Rome;5.932;2010-01-29;en;tt1185416;Comedy, Romance;Beth is a hard working career woman whose last relationship says that she puts her work above him so he left her. When he tells her he found another career woman and is willing to stick it out with her and is engaged to her, Beth feels that there is no one for her. And when she goes to Rome to attend her sister's impromptu wedding and after meeting the best man, Nick, she's attracted to him but after seeing him with another woman, she gets drunk and goes into the famed Fountain of Love and takes some coins thrown by people looking for love. When she goes back to New York four men start coming onto her. And Nick keeps calling her asking her out. She later learns that what she did--is a no no. It seems legend says that if you take a coin out of the fountain the person who threw it will fall in love with who took the coin. So she has to find a way to break the curse. And she wonders if Nick, whom she likes, is with her cause he wants to or if he is under the spell.;$32,680,633;43042835;['beth feels', 'engaged beth feels', 'engaged beth', 'stick engaged beth', 'beth feels goes', 'beth hard working', 'beth hard', 'love takes coins', 'love took coin', 'nick attracted', 'nick attracted seeing', 'fountain love takes', 'curse wonders nick', 'coming nick keeps', 'nick likes cause', 'nick keeps calling', 'woman relationship says', 'start coming nick', 'love took', 'fall love took', 'wonders nick likes', 'woman relationship', 'man nick', 'woman willing', 'seeing woman gets', 'coin fountain person', 'fountain person threw', 'tells career woman', 'threw fall love', 'woman gets', 'takes coins', 'says coin fountain', 'love goes new', 'way break curse', 'relationship says puts', 'career woman relationship', 'looking love goes', 'coin way break', 'sister impromptu wedding', 'coins thrown', 'person threw', 'willing stick engaged', 'woman willing stick', 'woman gets drunk', 'relationship says', 'attend sister', 'wants spell', 'took coin way', 'person threw fall', 'people looking love', 'gets drunk', 'legend says coin', 'left tells career', 'attracted seeing', 'goes new york', 'cause wants', 'drunk goes famed', 'says puts work', 'feels goes', 'new york men', 'thrown people looking', 'wedding meeting', 'famed fountain', 'legend says', 'likes cause', 'calling asking', 'hard working career', 'meeting best', 'feels goes rome', 'asking later learns', 'work left', 'best man', 'learns did legend', 'men start', 'start coming'];False;falls love;0.4694024920463562
624;Day Watch;6.117;2006-01-01;ru;tt0409904;Action, Fantasy, Horror;Anton belongs to the Forces of the Light as do his powerful girlfriend and apprentice, but his son is a powerful teenager from the Darkness and Anton protects him. When the balance between Light and Darkness is affected by the death of some evil vampires, Anton is framed and accused of the murders, and he chases an ancient chalk that has the power of changing the destiny of its owner.;$450,897;42918532;['darkness anton', 'darkness anton protects', 'evil vampires anton', 'vampires anton', 'teenager darkness anton', 'vampires anton framed', 'anton belongs forces', 'anton belongs', 'powerful teenager darkness', 'death evil vampires', 'evil vampires', 'anton protects', 'balance light darkness', 'light darkness', 'anton framed', 'anton protects balance', 'darkness affected death', 'anton framed accused', 'light darkness affected', 'teenager darkness', 'darkness affected', 'belongs forces light', 'forces light', 'forces light powerful', 'apprentice son powerful', 'son powerful', 'son powerful teenager', 'light powerful', 'balance light', 'affected death evil', 'death evil', 'light powerful girlfriend', 'protects balance light', 'powerful teenager', 'apprentice son', 'murders chases ancient', 'ancient chalk power', 'power changing destiny', 'girlfriend apprentice son', 'destiny owner', 'powerful girlfriend apprentice', 'chalk power', 'accused murders', 'powerful girlfriend', 'murders chases', 'belongs forces', 'changing destiny', 'affected death', 'chases ancient', 'chalk power changing', 'changing destiny owner', 'chases ancient chalk', 'framed accused murders', 'accused murders chases', 'framed accused', 'ancient chalk', 'power changing', 'girlfriend apprentice', 'protects balance'];False;dark forces;0.47750937938690186
625;Pokémon: The Rise of Darkrai;6.9;2007-07-14;ja;tt1226251;Animation, Action, Adventure;Ash and friends (this time accompanied by newcomer Dawn) arrive at an idyllic village on their way to their next Pokemon contest, where chaos will soon erupt with the prophecy of two Pokemon Gods (Dialga and Palkia) and the arrival of a mysterious, seemingly deadly Pokemon named Darkrai, which has the power to distort space and time.;;42496749;['pokemon named darkrai', 'ash friends time', 'ash friends', 'named darkrai', 'prophecy pokemon gods', 'erupt prophecy pokemon', 'pokemon gods', 'darkrai power', 'prophecy pokemon', 'named darkrai power', 'pokemon gods dialga', 'seemingly deadly pokemon', 'pokemon contest chaos', 'darkrai power distort', 'deadly pokemon', 'dawn arrive', 'newcomer dawn arrive', 'pokemon named', 'accompanied newcomer dawn', 'palkia arrival mysterious', 'newcomer dawn', 'deadly pokemon named', 'village way pokemon', 'palkia arrival', 'pokemon contest', 'dawn arrive idyllic', 'way pokemon', 'dialga palkia arrival', 'erupt prophecy', 'soon erupt prophecy', 'chaos soon erupt', 'arrival mysterious', 'arrival mysterious seemingly', 'gods dialga palkia', 'way pokemon contest', 'gods dialga', 'dialga palkia', 'contest chaos soon', 'chaos soon', 'contest chaos', 'soon erupt', 'mysterious seemingly deadly', 'mysterious seemingly', 'time accompanied newcomer', 'friends time accompanied', 'friends time', 'arrive idyllic village', 'accompanied newcomer', 'seemingly deadly', 'idyllic village', 'time accompanied', 'village way', 'idyllic village way', 'space time', 'power distort space', 'power distort', 'arrive idyllic', 'distort space time', 'distort space'];False;epic quest;0.3443313241004944
626;The Wizard of the Emerald City, Part I;7.3;2025-01-01;ru;tt24218194;Adventure, Family, Fantasy;Swept by a hurricane into a magical and unknown world, Ellie and her new friends, the Scarecrow, the Tin Man and the Cowardly Lion, set off for the Emerald City in search of the Wizard who will grant their cherished wishes.;;42244414;['lion set emerald', 'friends scarecrow tin', 'unknown world ellie', 'set emerald city', 'new friends scarecrow', 'world ellie', 'scarecrow tin', 'friends scarecrow', 'emerald city', 'scarecrow tin man', 'world ellie new', 'set emerald', 'hurricane magical unknown', 'ellie new friends', 'emerald city search', 'magical unknown world', 'hurricane magical', 'ellie new', 'swept hurricane magical', 'cowardly lion set', 'magical unknown', 'unknown world', 'lion set', 'city search wizard', 'tin man cowardly', 'cowardly lion', 'swept hurricane', 'tin man', 'wizard grant', 'man cowardly lion', 'new friends', 'search wizard', 'wizard grant cherished', 'city search', 'search wizard grant', 'cherished wishes', 'man cowardly', 'grant cherished wishes', 'grant cherished'];False;wizarding world;0.45046481490135193
627;Mary and The Witch's Flower;7.129;2017-07-08;ja;tt6336356;Animation, Adventure, Family;"Mary is an ordinary young girl stuck in the country with her Great-Aunt Charlotte and seemingly no adventures or friends in sight. She follows a mysterious cat into the nearby forest, where she discovers an old broomstick and the strange Fly-by-Night flower, a rare plant that blossoms only once every seven years and only in that forest. Together the flower and the broomstick whisk Mary above the clouds and far away to Endor College - a school of magic run by headmistress Madam Mumblechook and the brilliant Doctor Dee. But there are terrible things happening at the school, and, when Mary tells a lie, she must risk her life to try to set things right. Based on Mary Stewart's 1971 classic children's book ""The Little Broomstick"", ""Mary and The Witch's Flower"" is an action-packed film full of jaw-dropping imaginative worlds, ingenious characters, and the stirring, heartfelt story of a young girl trying to find a place in the world. Featuring the voices of Ruby Barnhill and Academy Award-winners Kate Winslet and Jim Broadbent.";$2,418,404;42170089;['broomstick mary witch', 'little broomstick mary', 'mary witch flower', 'broomstick mary', 'mary witch', 'broomstick whisk mary', 'witch flower action', 'book little broomstick', 'witch flower', 'mary clouds', 'whisk mary clouds', 'mary ordinary young', 'flower broomstick', 'mary ordinary', 'flower broomstick whisk', 'whisk mary', 'mary clouds far', 'school mary tells', 'forest flower broomstick', 'school mary', 'based mary stewart', 'mary tells lie', 'story young girl', 'broomstick strange fly', 'madam mumblechook brilliant', 'discovers old broomstick', 'mary stewart 1971', 'classic children book', 'children book little', 'right based mary', 'aunt charlotte seemingly', 'charlotte seemingly adventures', 'flower action', 'fly night flower', 'school magic run', 'ordinary young girl', 'young girl stuck', 'plant blossoms', '1971 classic children', 'country great aunt', 'forest flower', 'stirring heartfelt story', 'characters stirring', 'seemingly adventures', 'blossoms seven years', 'girl trying place', 'imaginative worlds', 'winners kate winslet', 'stewart 1971 classic', 'strange fly night', 'winslet jim', 'ingenious characters', 'stuck country great', 'adventures friends sight', 'dee terrible things', 'place world featuring', 'ruby barnhill', 'academy award', 'action packed film', 'follows mysterious', 'jim broadbent', 'cat nearby forest', 'discovers old', 'rare plant', 'featuring voices', 'brilliant doctor', 'run headmistress', 'tells lie risk', 'life try', 'college school', 'things happening', 'set things', 'away endor', 'far away', 'jaw dropping'];False;wizarding world;0.40681666135787964
628;Monster Hunter;6.527;2020-12-03;en;tt6475714;Action, Adventure, Fantasy;While on a peril-laden mission to track a missing team of soldiers, hard-as-nails U.S. Army Ranger Captain Natalie Artemis and her elite brothers-in-arms find themselves transported to an alternate universe. There, trapped in a barren desert-world rife with formidable adversaries and subterranean sand-dwelling beasts, for the first time, Captain Artemis and her squad are shocked to discover that their otherwise destructive military weapons are now entirely inadequate to take down the enemy. But, unexpectedly, in their desperate battle for survival, the team stumbles upon a mysterious local huntsman whose superior combat skills allow him to stay one step ahead of the mighty creatures. Is there an escape from the prison realm? Above all, what does it take to become a fearless monster hunter?;$15,162,470;42145959;['creatures escape prison', 'escape prison realm', 'fearless monster hunter', 'escape prison', 'does fearless monster', 'prison realm', 'fearless monster', 'mighty creatures escape', 'creatures escape', 'monster hunter', 'prison realm does', 'formidable adversaries subterranean', 'desperate battle survival', 'huntsman superior combat', 'realm does fearless', 'peril laden mission', 'enemy unexpectedly desperate', 'mysterious local huntsman', 'captain artemis squad', 'captain artemis', 'dwelling beasts time', 'beasts time captain', 'dwelling beasts', 'time captain artemis', 'rife formidable adversaries', 'battle survival', 'peril laden', 'survival team', 'does fearless', 'local huntsman', 'formidable adversaries', 'entirely inadequate enemy', 'captain natalie artemis', 'artemis elite brothers', 'beasts time', 'survival team stumbles', 'enemy unexpectedly', 'nails army ranger', 'army ranger', 'local huntsman superior', 'desperate battle', 'artemis squad shocked', 'adversaries subterranean sand', 'missing team soldiers', 'discover destructive military', 'alternate universe trapped', 'trapped barren desert', 'sand dwelling beasts', 'hard nails army', 'soldiers hard', 'skills allow stay', 'weapons entirely inadequate', 'military weapons', 'ranger captain natalie', 'ranger captain', 'weapons entirely', 'superior combat', 'laden mission track', 'unexpectedly desperate', 'combat skills', 'allow stay', 'desert world rife', 'universe trapped barren', 'squad shocked discover', 'ahead mighty', 'realm does', 'stumbles mysterious', 'brothers arms transported', 'transported alternate universe', 'elite brothers', 'stay step ahead', 'track missing team', 'mysterious local', 'mission track missing', 'hard nails'];False;perilous journey;0.33484482765197754
629;Pinocchio;5.757;2002-10-11;it;tt0255477;Comedy, Family, Fantasy;Despite guidance from the Blue Fairy and the love of his father, a wooden puppet's curious spirit leads him into one wild adventure after another.;$3,684,305;41323171;['puppet curious spirit', 'wooden puppet curious', 'father wooden puppet', 'puppet curious', 'curious spirit leads', 'guidance blue fairy', 'spirit leads wild', 'wooden puppet', 'curious spirit', 'blue fairy', 'blue fairy love', 'fairy love father', 'spirit leads', 'love father wooden', 'leads wild adventure', 'fairy love', 'wild adventure', 'father wooden', 'guidance blue', 'despite guidance blue', 'leads wild', 'love father', 'despite guidance'];False;fairy tale;0.4027199149131775
630;Drive Angry;5.523;2011-02-24;en;tt1502404;Action, Comedy, Crime;John Milton is up against the clock: Jonah King, the leader of a Satanic cult, has murdered Milton's daughter and kidnapped her baby. In three days, King and his followers will sacrifice the child at midnight. Milton picks up the trail in Oklahoma as well as rescuing a waitress named Piper from her brutal, two-timing fiancé. There are odd things about Milton: his driver's license is out of date, he has a very strange gun, and he's being pursued by a man in a suit who carries FBI ID and calls himself the Accountant. Piper, who's lived a life on the sidelines, has to piece things together on the fly as they close in on King.;$10,721,033;40909909;['murdered milton', 'milton clock jonah', 'murdered milton daughter', 'cult murdered milton', 'clock jonah king', 'milton daughter kidnapped', 'milton clock', 'john milton clock', 'child midnight milton', 'midnight milton picks', 'odd things milton', 'milton daughter', 'clock jonah', 'midnight milton', 'jonah king', 'john milton', 'jonah king leader', 'things milton', 'milton picks', 'milton driver', 'things milton driver', 'milton driver license', 'oklahoma rescuing waitress', 'milton picks trail', 'rescuing waitress', 'satanic cult murdered', 'kidnapped baby days', 'king leader satanic', 'kidnapped baby', 'rescuing waitress named', 'baby days king', 'cult murdered', 'king leader', 'waitress named piper', 'piper brutal timing', 'days king', 'piper lived life', 'oklahoma rescuing', 'leader satanic cult', 'daughter kidnapped baby', 'named piper brutal', 'days king followers', 'gun pursued man', 'close king', 'named piper', 'child midnight', 'strange gun pursued', 'brutal timing fiancé', 'timing fiancé odd', 'accountant piper lived', 'sacrifice child midnight', 'fly close king', 'calls accountant piper', 'life sidelines piece', 'date strange gun', 'strange gun', 'king followers sacrifice', 'brutal timing', 'carries fbi', 'suit carries fbi', 'pursued man suit', 'lived life', 'trail oklahoma', 'odd things', 'fiancé odd things', 'sacrifice child', 'suit carries', 'date strange', 'fbi id', 'man suit', 'piece things', 'things fly', 'id calls', 'driver license', 'license date strange'];False;father king;0.4095727801322937
631;Pokémon 4Ever;6.5;2001-07-07;ja;tt0287635;Animation, Action, Adventure;This movie centers around the new pokémon Celebi, a one-of-a-kind veggie-like bug whose only kin are celebi from other points in time. The movie begins in the past where a young boy named Sam attempts to save Celebi from a hunter. In a reciprocal effort, Celebi uses his power and transports itself and Sam to the present, Ash Ketchum's time. Sam and Ash become good friends as they fight to save Celebi from the new Team Rocket villain, the Iron-Masked Marauder and his darkball, which turns pokémon evil and augments their powers to the maximum. Yet, one rare pokémon isn't safe without help from another - thus enters Suicune, a.k.a. the North Wind.;$1,727,447;40807089;['pokémon celebi', 'new pokémon celebi', 'pokémon celebi kind', 'turns pokémon evil', 'pokémon evil', 'rare pokémon', 'darkball turns pokémon', 'new pokémon', 'celebi hunter', 'turns pokémon', 'bug kin celebi', 'save celebi hunter', 'pokémon isn safe', 'celebi hunter reciprocal', 'centers new pokémon', 'pokémon evil augments', 'maximum rare pokémon', 'rare pokémon isn', 'enters suicune north', 'enters suicune', 'fight save celebi', 'suicune north wind', 'attempts save celebi', 'celebi kind', 'suicune north', 'pokémon isn', 'celebi new', 'celebi kind veggie', 'ash good friends', 'rocket villain iron', 'celebi new team', 'sam ash good', 'kin celebi', 'celebi uses power', 'save celebi new', 'darkball turns', 'sam present ash', 'team rocket villain', 'celebi uses', 'ash good', 'masked marauder darkball', 'marauder darkball turns', 'ash ketchum', 'like bug kin', 'sam attempts save', 'veggie like bug', 'present ash', 'kin celebi points', 'celebi points time', 'like bug', 'reciprocal effort celebi', 'north wind', 'new team rocket', 'powers maximum rare', 'time movie', 'friends fight save', 'hunter reciprocal', 'movie begins', 'points time movie', 'transports sam', 'time sam', 'named sam', 'begins past young', 'iron masked', 'past young boy', 'evil augments powers', 'attempts save', 'boy named', 'help enters', 'movie centers new', 'good friends', 'ketchum time', 'isn safe', 'uses power', 'uses power transports'];False;feature film;0.34839189052581787
632;The Witch;6.995;2016-02-19;en;tt4263482;Drama, Fantasy, Horror;New England, 1630: William and Katherine try to lead a devout Christian life, homesteading on the edge of an impassible wilderness, with five children. When their newborn son mysteriously vanishes and their crops fail, the family begins to turn on one another. 'The Witch' is a chilling portrait of a family unraveling within their own sins, leaving them prey for an inconceivable evil.;$25,138,705;40423945;['turn witch', 'begins turn witch', 'turn witch chilling', 'witch chilling', 'witch chilling portrait', 'family unraveling sins', '1630 william katherine', 'william katherine', 'new england 1630', 'chilling portrait family', 'england 1630 william', 'william katherine try', 'christian life homesteading', 'wilderness children newborn', 'wilderness children', 'christian life', 'unraveling sins', 'son mysteriously vanishes', 'unraveling sins leaving', 'family unraveling', 'england 1630', '1630 william', 'children newborn son', 'newborn son mysteriously', 'family begins turn', 'sins leaving prey', 'impassible wilderness children', 'family begins', 'son mysteriously', 'portrait family unraveling', 'children newborn', 'inconceivable evil', 'sins leaving', 'newborn son', 'portrait family', 'prey inconceivable evil', 'new england', 'devout christian life', 'katherine try', 'chilling portrait', 'fail family begins', 'life homesteading', 'vanishes crops', 'mysteriously vanishes', 'fail family', 'katherine try lead', 'mysteriously vanishes crops', 'crops fail family', 'impassible wilderness', 'begins turn', 'devout christian', 'lead devout christian', 'leaving prey', 'vanishes crops fail', 'leaving prey inconceivable', 'lead devout', 'prey inconceivable', 'crops fail', 'try lead devout', 'life homesteading edge', 'edge impassible wilderness', 'homesteading edge', 'try lead', 'homesteading edge impassible', 'edge impassible'];False;mother died;0.3916926980018616
633;Miraculous: Ladybug & Cat Noir, The Movie;7.6;2023-07-05;fr;tt10364034;Animation, Action, Adventure;Ordinary teenager Marinette's life in Paris goes superhuman when she becomes Ladybug. Bestowed with magical powers of creation, Ladybug must unite with her opposite, Cat Noir, to save Paris as a new villain unleashes chaos unto th...;;40208268;['superhuman ladybug', 'marinette life paris', 'goes superhuman ladybug', 'superhuman ladybug bestowed', 'paris new villain', 'ladybug unite', 'paris goes superhuman', 'creation ladybug', 'creation ladybug unite', 'ordinary teenager marinette', 'ladybug unite opposite', 'marinette life', 'ladybug bestowed magical', 'teenager marinette', 'powers creation ladybug', 'ladybug bestowed', 'teenager marinette life', 'noir save paris', 'life paris', 'save paris new', 'life paris goes', 'paris new', 'save paris', 'paris goes', 'cat noir', 'cat noir save', 'opposite cat noir', 'villain unleashes', 'new villain unleashes', 'villain unleashes chaos', 'goes superhuman', 'noir save', 'new villain', 'ordinary teenager', 'magical powers', 'unleashes chaos', 'unleashes chaos unto', 'unite opposite cat', 'magical powers creation', 'chaos unto', 'chaos unto th', 'bestowed magical powers', 'opposite cat', 'bestowed magical', 'powers creation', 'unite opposite', 'unto th'];False;young woman;0.3275136351585388
634;The Legend of Bagger Vance;6.593;2000-11-02;en;tt0146984;Drama, Sport;A disillusioned war veteran, Captain Rannulph Junuh, reluctantly agrees to play a game of golf. He finds the game futile until his caddy, Bagger Vance, teaches him the secret of the authentic golf stroke which turns out also to be the secret to mastering any challenge and finding meaning in life.;$30,919,168;39459427;['authentic golf stroke', 'authentic golf', 'secret authentic golf', 'game golf', 'play game golf', 'golf stroke', 'golf finds game', 'game golf finds', 'game futile caddy', 'futile caddy bagger', 'golf finds', 'caddy bagger vance', 'caddy bagger', 'captain rannulph junuh', 'futile caddy', 'golf stroke turns', 'disillusioned war veteran', 'veteran captain rannulph', 'veteran captain', 'rannulph junuh reluctantly', 'captain rannulph', 'bagger vance', 'bagger vance teaches', 'war veteran captain', 'play game', 'junuh reluctantly', 'game futile', 'finds game futile', 'reluctantly agrees play', 'vance teaches secret', 'disillusioned war', 'rannulph junuh', 'war veteran', 'junuh reluctantly agrees', 'stroke turns secret', 'teaches secret', 'secret mastering challenge', 'finds game', 'mastering challenge', 'vance teaches', 'turns secret mastering', 'teaches secret authentic', 'agrees play game', 'mastering challenge finding', 'secret mastering', 'stroke turns', 'agrees play', 'challenge finding meaning', 'secret authentic', 'turns secret', 'challenge finding', 'finding meaning', 'finding meaning life', 'reluctantly agrees', 'meaning life'];False;video game;0.3382130265235901
